Image	Object type	Name	Classification	Parent	ROI	Atlas_X	Atlas_Y	Atlas_Z	hemisphere	channel	Atlas_AP	Atlas_DV	Atlas_ML	animal
animalid0_034.ome.tiff	Detection		Cells: marker-	PRNc	Polygon	10.1021	6.1423	4.983	Right	Negative	-5.181195281767168	4.972459520847955	-0.7170000000000005	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PRNc	Polygon	10.4781	5.1357	5.075	Right	Negative	-5.468033517599871	3.9955309505339556	-0.625	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PRNc	Polygon	10.1072	6.1264	5.2044	Right	Negative	-5.184890098417748	4.957097204693586	-0.4956000000000005	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PRNc	Polygon	10.2951	5.6249	5.0845	Right	Negative	-5.328366477201236	4.47033279995008	-0.6154999999999999	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	V	Polygon	10.4196	5.3009	4.1353	Right	Negative	-5.424154256463418	4.155597605020176	-1.5647000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	V	Polygon	10.3709	5.4323	4.0239	Right	Negative	-5.387091839263392	4.283092896132382	-1.6761	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	LC	Polygon	10.7619	4.3802	4.6906	Right	Negative	-5.684907409272453	3.2621696263455826	-1.0094000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	LC	Polygon	10.8376	4.1774	4.7277	Right	Negative	-5.742644163288773	3.0653518820032217	-0.9723000000000006	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5738	4.8755	5.5286	Right	Negative	-5.540691425944311	3.7431236531499144	-0.17140000000000022	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5378	4.9709	5.622	Right	Negative	-5.5131430746711345	3.835741552805756	-0.07800000000000029	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.6243	4.74	5.569	Right	Negative	-5.579189655055636	3.6116271398072968	-0.13100000000000023	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5587	4.917799999999999	5.3095	Right	Negative	-5.529335573921351	3.7841191826453096	-0.3905000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5486	4.9414	5.6712	Right	Negative	-5.52133088299947	3.8071291500402054	-0.02880000000000038	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.6078	4.7847	5.5008	Right	Negative	-5.566648304237942	3.6549933253091162	-0.19920000000000027	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.6111	4.7772	5.3548	Right	Negative	-5.569282078671038	3.6476734147213308	-0.3452000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5506	4.9395	5.3255	Right	Negative	-5.5231576764844315	3.805179065436247	-0.3745000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5898	4.8352	5.2564	Right	Negative	-5.553118164681049	3.703933743355941	-0.4436	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5724	4.8804	5.4019	Right	Negative	-5.539723816506446	3.7478438343517864	-0.2980999999999998	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5861	4.8428	5.5048	Right	Negative	-5.550094627942991	3.7113805240426267	-0.19519999999999982	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.6125	4.7735	5.3761	Right	Negative	-5.5703542750002	3.644081005613275	-0.3239000000000001	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5785	4.8637	5.4536	Right	Negative	-5.544345103260919	3.731647447407165	-0.2464000000000004	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5635	4.9016	5.6847	Right	Negative	-5.532705385439678	3.7684995902858	-0.01529999999999987	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5802	4.8595	5.4056	Right	Negative	-5.545672580128135	3.727560466441706	-0.29440000000000044	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5843	4.8489	5.3663	Right	Negative	-5.548833127517187	3.7172613664293985	-0.33370000000000033	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5871	4.8413	5.3745	Right	Negative	-5.550960089026961	3.7098885861976494	-0.3254999999999999	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker+	NI	Polygon	10.5447	4.9557	5.2677	Right	Positive	-5.518692050798204	3.820889102796238	-0.4323000000000006	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.6113	4.7741	5.65	Right	Negative	-5.569211134808139	3.6447435589334325	-0.04999999999999982	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.6011	4.8054	5.2136	Right	Negative	-5.561777923635605	3.674998286203081	-0.4864000000000006	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.6131	4.7704	5.5162	Right	Negative	-5.570681809016536	3.6411182607342933	-0.18379999999999974	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5863	4.8417	5.5792	Right	Negative	-5.550197995565586	3.710330288411087	-0.12080000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5906	4.8337	5.2094	Right	Negative	-5.5537843868254	3.702458250056505	-0.4906000000000006	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.575	4.8727	5.4767	Right	Negative	-5.541642823502326	3.7403935176577616	-0.22330000000000005	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.601299999999998	4.8034	5.3755	Right	Negative	-5.561802851089726	3.6731022215011806	-0.32450000000000045	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5883	4.8363	5.5908	Right	Negative	-5.551719743950933	3.7050908685335	-0.10920000000000041	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5777	4.8664	5.3784	Right	Negative	-5.543783468007865	3.7342507128004163	-0.3216000000000001	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5752	4.8738	5.3106	Right	Negative	-5.541937933758968	3.741410864198218	-0.3894000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.554199999999998	4.9304	5.2593	Right	Negative	-5.525950860138557	3.7963307919050626	-0.44070000000000054	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5833	4.8515	5.3796	Right	Negative	-5.548063537750238	3.719787095360373	-0.32040000000000024	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5915	4.8314	5.1716	Right	Negative	-5.554480503845363	3.700222686421754	-0.5284000000000004	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5748	4.8754	5.252	Right	Negative	-5.541678905068127	3.7429474494143884	-0.4480000000000004	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.592	4.8289	5.323	Right	Negative	-5.55476071183754	3.69783204986245	-0.3769999999999998	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.6121	4.7745	5.363	Right	Negative	-5.5700429528637105	3.6450537047825375	-0.33699999999999974	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.5928	4.8253	5.4676	Right	Negative	-5.555243906922122	3.6943829553988365	-0.23240000000000016	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.6107	4.777099999999999	5.4979	Right	Negative	-5.568874885217526	3.647612322804596	-0.2021000000000006	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.6123	4.7742	5.3423	Right	Negative	-5.570216045080505	3.6447553172135425	-0.35770000000000035	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NI	Polygon	10.612	4.7732	5.5487	Right	Negative	-5.56983003092833	3.6438401739536745	-0.1513	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	SLC	Polygon	10.605	4.7987	4.8158	Right	Negative	-5.565079139481753	3.668380890041216	-0.8841999999999999	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	SLD	Polygon	10.6529	4.668100000000001	5.0922	Right	Negative	-5.601414325517505	3.5417032251737206	-0.6078000000000001	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	SLD	Polygon	10.6283	4.7339	5.083	Right	Negative	-5.582642783817241	3.605565407419568	-0.617	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	SLD	Polygon	10.6429	4.6965	4.9202	Right	Negative	-5.593927601630619	3.5692160586711066	-0.7797999999999998	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker+	PSV	Polygon	10.3396	5.5185	3.7447	Right	Positive	-5.3634237702379695	4.366678096248742	-1.9553000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PSV	Polygon	10.4722	5.1673	3.3911	Right	Negative	-5.464910090351957	4.025714063097913	-2.3089000000000004	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PSV	Polygon	10.4488	5.2271	3.6814	Right	Negative	-5.446811047832918	4.0838387176014335	-2.0186	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PSV	Polygon	10.070200000000002	6.2386	3.7984	Right	Negative	-5.157809768924642	5.0655861363905546	-1.9016000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PSV	Polygon	10.0921	6.18	3.8015	Right	Negative	-5.174519106287836	5.008712588072413	-1.8985000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PSV	Polygon	10.5506	4.9554	3.6158	Right	Negative	-5.524543452794119	3.8201220456793052	-2.0842	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PSV	Polygon	10.1413	6.0491	3.7094	Right	Negative	-5.212123198708282	4.881646090635443	-1.9906000000000001	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	SOCm	Polygon	9.8536	6.8083	4.8189	Right	Negative	-4.991686623961309	5.6188053807511436	-0.8811	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	SOCm	Polygon	9.8931	6.704	4.6745	Right	Negative	-5.021945970567353	5.5175353918525225	-1.0255	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker+	SOCl	Polygon	9.8352	6.8619	4.3638	Right	Positive	-4.978028189327696	5.670692099131409	-1.3361999999999998	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	SOCl	Polygon	9.9687	6.5065	4.1924	Right	Negative	-5.080045030550426	5.325706863197287	-1.5076	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	SOCl	Polygon	9.8728	6.7627	4.2219	Right	Negative	-5.006839260295377	5.57437136481415	-1.4781000000000004	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker+	POR	Polygon	9.8051	6.9428	4.3285	Right	Positive	-4.955093628503419	5.749197638560165	-1.3715000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker+	POR	Polygon	9.7927	6.9761	4.2923	Right	Positive	-4.945643100480579	5.781512875987132	-1.4077000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker+	POR	Polygon	9.7581	7.0643	4.7566	Right	Positive	-4.918861900436948	5.867249031261288	-0.9434000000000005	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	KF	Polygon	10.5685	4.9088	3.491	Right	Negative	-5.538313880277921	3.774855109210153	-2.209	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	KF	Polygon	10.6159	4.7793	3.7777	Right	Negative	-5.574246840281648	3.64925234679251	-1.9223000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PB	Polygon	10.8489	4.1494	4.4807	Right	Negative	-5.751460802580275	3.038108082991087	-1.2193000000000005	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PB	Polygon	10.8179	4.233	4.4276	Right	Negative	-5.7278649870331355	3.119225110085867	-1.2724000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PB	Polygon	10.8536	4.1345	4.7369	Right	Negative	-5.754844297094367	3.0237184660059806	-0.9630999999999998	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PB	Polygon	10.8805	4.0628	4.702	Right	Negative	-5.775392867718027	2.954122292025143	-0.9980000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PB	Polygon	10.8333	4.1899	4.631	Right	Negative	-5.7394499728713235	3.077453065709614	-1.069	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PB	Polygon	10.835	4.1852	4.6428	Right	Negative	-5.7407338718671665	3.072896179705065	-1.0572	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PB	Polygon	10.8457	4.1577	4.5266	Right	Negative	-5.748996372211188	3.0461716193686454	-1.1734	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PB	Polygon	10.8576	4.1248	4.6453	Right	Negative	-5.75798366518208	3.014273417336804	-1.0547000000000004	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PB	Polygon	10.8043	4.2693	4.4259	Right	Negative	-5.717480492600827	3.154458445020623	-1.2740999999999998	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PB	Polygon	10.8075	4.2609	4.4026	Right	Negative	-5.71993620739564	3.146300927635247	-1.2974000000000006	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker+	P	Polygon	9.7321	7.1387	4.2484	Right	Positive	-4.899445225546989	5.9393086919982725	-1.4516	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker+	P	Polygon	9.7701	7.0383	4.1072	Right	Positive	-4.9285501875026085	5.841827296496116	-1.5928000000000004	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.7978	6.9639	4.1469	Right	Negative	-4.949660393379325	5.769627857122027	-1.5531000000000006	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.7801	4.335	4.3216	Right	Negative	-5.699098713205527	3.218193757167569	-1.3784	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.3721	5.4134	5.6777	Right	Negative	-5.38664002936317	4.265231818381536	-0.02230000000000043	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker+	P	Polygon	9.7475	7.0928	4.7596	Right	Positive	-4.910786175305484	5.894905179403118	-0.9404000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.9224	6.6333	3.8511	Right	Negative	-5.04497256420918	5.448681693403367	-1.8489	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker+	P	Polygon	10.8047	4.2647	4.7934	Right	Positive	-5.717478054063426	3.150102429569913	-0.9066000000000001	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.7639	4.3735	4.8318	Right	Negative	-5.686315855192226	3.2557084533663616	-0.8681999999999999	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.7385	7.1176	4.6786	Right	Negative	-4.9039818854428	5.918952473891349	-1.0213999999999999	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.449	5.2096	5.5103	Right	Negative	-5.445485061274454	4.0673755966877465	-0.1897000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.7961	4.2878	4.7817	Right	Negative	-5.710924077317306	3.172519157834154	-0.9183000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.898	6.6977	3.9526	Right	Negative	-5.026278243408691	5.511211696994223	-1.7474000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.5255	5.0053	5.4709	Right	Negative	-5.503888037435124	3.8690823590459495	-0.22909999999999986	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.9545	6.5485	3.7493	Right	Negative	-5.069559607032923	5.3663464492142925	-1.9507000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.7348	7.1277	4.6489	Right	Negative	-4.901176238061612	5.928748779773484	-1.0511	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.5016	5.0694	5.4324	Right	Negative	-5.485665667260857	3.9312893082494966	-0.26759999999999984	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.4881	5.1054	5.4529	Right	Negative	-5.475354645575534	3.9662324778880285	-0.24710000000000054	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.5011	5.0684	5.689	Right	Negative	-5.4850804141690634	3.930390609535171	-0.01100000000000012	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.2399	5.7841	3.8704	Right	Negative	-5.287251724112	4.624489258965786	-1.8296000000000001	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.2346	5.795	4.2038	Right	Negative	-5.282921889808063	4.635168969274798	-1.4962	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.872	6.767	3.9857	Right	Negative	-5.006417074230718	5.578478326332491	-1.7143000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.3964	5.3498	5.5333	Right	Negative	-5.405304455288049	4.2034618851259955	-0.16670000000000051	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.3869	5.375	5.5585	Right	Negative	-5.3980369303734195	4.227926215009353	-0.14149999999999974	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.3658	5.4305	5.6656	Right	Negative	-5.381854365966177	4.28182057390297	-0.034399999999999764	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.5092	5.0468	5.6864	Right	Negative	-5.491267027180258	3.909424707752052	-0.013600000000000279	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.3583	5.4517	5.5392	Right	Negative	-5.3762306074767405	4.302361218018192	-0.16080000000000005	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.29	5.6332	5.6795	Right	Negative	-5.324009276905773	4.478552559510284	-0.020500000000000185	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.7556	7.0704	4.8158	Right	Negative	-4.916903063722478	5.873187429557454	-0.8841999999999999	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.5448	4.9559	5.2184	Right	Negative	-5.5188091014165614	3.8210688425391024	-0.48160000000000025	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.6285	4.7488	3.4219	Right	Negative	-5.584140643323802	3.6195521330389044	-2.2781000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.9426	6.5807	3.7251	Right	Negative	-5.060511305042108	5.397586784191407	-1.9749000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.6254	4.7572	3.4216	Right	Negative	-5.581784547998797	3.6277014281515094	-2.2784	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.5322	4.9897	5.222	Right	Negative	-5.509202912325476	3.853870429550702	-0.47799999999999976	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.4845	5.1151	5.4474	Right	Negative	-5.472613755367057	3.9756446374661207	-0.25260000000000016	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.8563	6.8089	3.9813	Right	Negative	-4.994428643091804	5.619147265433241	-1.7187000000000001	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.8647	6.7868	3.9464	Right	Negative	-5.000870536641052	5.597686791792719	-1.7536	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.865	4.1025	4.9122	Right	Negative	-5.763411932884687	2.992707204408356	-0.7877999999999998	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.807	4.2636	4.2699	Right	Negative	-5.719673430552014	3.148879526210186	-1.4301000000000004	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.3222	5.5469	5.6837	Right	Negative	-5.3485652055852055	4.394799377931168	-0.016300000000000203	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.209	5.861	4.481	Right	Negative	-5.263171584558258	4.69930133626399	-1.2190000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.1874	5.919	4.4658	Right	Negative	-5.246708812158841	4.755586331716912	-1.2342000000000004	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.739	7.1162	4.6661	Right	Negative	-4.904357964752	5.917595628418042	-1.0339	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.6066	4.803	3.9075	Right	Negative	-5.5670478206925145	3.6722905170130553	-1.7925	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.2043	5.8737	4.4699	Right	Negative	-5.259596347410122	4.711623371077102	-1.2301000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.864	4.1055	4.8747	Right	Negative	-5.762677205414839	2.995608857370603	-0.8253000000000004	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.355	5.4608	5.5322	Right	Negative	-5.373736282232041	4.311184824731065	-0.16780000000000062	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.5529	4.9347	5.1768	Right	Negative	-5.525030576724854	3.8004788647872565	-0.5232000000000001	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.8486	4.1466	4.8862	Right	Negative	-5.750917908091154	3.0355012815904967	-0.8138000000000005	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.7289	7.1458	4.416	Right	Negative	-4.896876208286603	5.946244456282016	-1.2839999999999998	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.8634	6.79	3.978	Right	Negative	-4.9998543819103265	5.600801073588914	-1.722	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.5761	4.8812	4.2541	Right	Negative	-5.543479461483583	3.7482914583218103	-1.4459	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	9.7381	7.1189	4.6401	Right	Negative	-4.903696710029135	5.9202071160840655	-1.0598999999999998	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.2051	5.8713	4.477	Right	Negative	-5.260184129386001	4.709302048707304	-1.2229999999999999	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	P	Polygon	10.8545	4.1317	4.7822	Right	Negative	-5.755496836242956	3.0210129973321402	-0.9178000000000006	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NTB	Polygon	9.833	6.8621	4.9663	Right	Negative	-4.975853992140443	5.671060951148002	-0.7336999999999998	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NTB	Polygon	9.8611	6.785100000000001	5.175800000000001	Right	Negative	-4.997136070965252	5.5963851164795635	-0.5241999999999996	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NTB	Polygon	9.8528	6.8091	4.9822	Right	Negative	-4.990959392797033	5.619623006995854	-0.7178000000000004	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	NTB	Polygon	9.873	6.7554	4.9524	Right	Negative	-5.006402262312937	5.567494306697896	-0.7476000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	VCO	Polygon	10.4064	5.348	2.8661	Right	Negative	-5.41510952193202	4.20094799970819	-2.8339000000000003	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	VCO	Polygon	10.5591	4.9356	3.301	Right	Negative	-5.531285424021497	3.8008149129458273	-2.399	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	VCO	Polygon	10.1695	5.9831	2.7155	Right	Negative	-5.2344636101731234	4.817299944554209	-2.9845	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	MV	Polygon	10.7442	4.4315	4.2787	Right	Negative	-5.671745852719183	3.3118372256366375	-1.4213000000000005	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	MV	Polygon	10.7329	4.4574	4.7284	Right	Negative	-5.6627461863679125	3.337107423484594	-0.9716000000000005	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	SUV	Polygon	10.771	4.362	4.0517	Right	Negative	-5.692386546507081	3.244316856100567	-1.6482999999999999	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	SUV	Polygon	10.7655	4.3763	4.0738	Right	Negative	-5.688153802788866	3.2582083652209315	-1.6261999999999999	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	SUV	Polygon	10.7484	4.4227	4.0166	Right	Negative	-5.67516289991499	3.3032215614922813	-1.6833999999999998	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker+	MY	Polygon	9.7274	7.14	5.4421	Right	Positive	-4.894876412931529	5.940916891920135	-0.25790000000000024	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	MY	Polygon	10.8163	4.2388	4.2503	Right	Negative	-5.726776578824125	3.1248075649036426	-1.4497	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	MY	Polygon	9.719	7.1671	4.9603	Right	Negative	-4.888870298096019	5.967076415951555	-0.7397	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	MY	Polygon	10.8154	4.2416	4.2293	Right	Negative	-5.726124039675536	3.127513033577483	-1.4707	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	MY	Polygon	9.8066	6.9322	5.0315	Right	Negative	-4.9556640696774314	5.739112317639898	-0.6684999999999999	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	MY	Polygon	9.7226	7.1541	5.3269	Right	Negative	-4.8913235743534305	5.954562883115469	-0.3731	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	MY	Polygon	9.7839	6.9936	4.9423	Right	Negative	-4.938401812635455	5.798683112359109	-0.7576999999999998	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	MY	Polygon	9.7125	7.1847	4.9192	Right	Negative	-4.883928973630782	5.984151521057622	-0.7808000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PCG	Polygon	10.8155	4.2241	6.051	Left	Negative	-5.72469843364726	3.1110581349365662	0.351	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PCG	Polygon	10.7528	4.3913	6.1182	Left	Negative	-5.676809466264317	3.273349745035522	0.4181999999999997	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PCG	Polygon	10.745	4.4139	5.9165	Left	Negative	-5.671008867405297	3.295230790078507	0.21649999999999991	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PCG	Polygon	10.7142	4.4936	6.2266	Left	Negative	-5.647272383401061	3.372666113322844	0.5266000000000002	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PCG	Polygon	10.7143	4.4932	6.2433	Left	Negative	-5.647337140573771	3.3722819670188016	0.5432999999999995	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PCG	Polygon	10.6209	4.7445	6.082	Left	Negative	-5.576194793924489	3.6161358424333137	0.3819999999999997	animalid0
animalid0_034.ome.tiff	Detection		Cells: marker-	PCG	Polygon	10.6611	4.6352	6.2463	Left	Negative	-5.606715698105457	3.5101092472343995	0.5462999999999996	animalid0
