Name	hemisphere	Area µm^2	Area mm^2	length µm	length mm	density µm^-1	density mm^-1	coverage index	relative count	relative density	channel	animal
DMX	Contra.	327987.4	0.32798740000000004	175.3365	0.1753365	0.0005345830358117415	534.5830358117415	0.09373191845860541	0.0002761567509576165	0.00015141204361394	marker1	mouse1
DMX	Ipsi.	344634.2	0.3446342	5154.1335	5.1541334999999995	0.014955374423083954	14955.374423083953	77.08199631906017	0.007361960695372797	0.00037914798466280445	marker3	mouse1
DMX	Ipsi.	344634.2	0.3446342	5336.4568	5.3364568	0.015484408686079327	15484.408686079327	82.63187802680709	0.00321977544903928	0.0012049468617843773	marker2	mouse1
DMX	Ipsi.	344634.2	0.3446342	1424.6301999999998	1.4246301999999997	0.00413374586735733	4133.745867357331	5.889059201762446	0.002098721535780855	0.0004445684980895001	marker1	mouse1
DMX	both	672621.6	0.6726215999999999	25439.266600000003	25.439266600000003	0.03782106700111921	37821.06700111921	962.1402065379341	0.017621988928878948	0.001879923959277596	marker3	mouse1
DMX	both	672621.6	0.6726215999999999	7874.4758	7.8744758	0.011707140835203628	11707.140835203629	92.18759719400275	0.0023709196173242976	0.00122043585849629	marker2	mouse1
DMX	both	672621.6	0.6726215999999999	1599.9667	1.5999667	0.002378702527542975	2378.702527542975	3.805844833274593	0.0012178853992471667	0.0003732897692729356	marker1	mouse1
DN	both	1453423.3	1.4534233	377.7336	0.3777336	0.0002598923520766455	259.8923520766455	0.09817007376237881	0.0002616591673781031	1.291814055609368e-05	marker3	mouse1
DN	both	1453423.3	1.4534233	1811.5356	1.8115356	0.0012463922932844133	1246.3922932844132	2.2578840108503555	0.000545433804180507	0.0001299328221886266	marker2	mouse1
DN	both	1453423.3	1.4534233	207.1077	0.2071077	0.00014249647711028163	142.49647711028163	0.029512117632413074	0.00015764918351217087	2.236197105219672e-05	marker1	mouse1
DN	Contra.	808129.1	0.8081290999999999	339.1506	0.3391506	0.00041967378726988054	419.67378726988056	0.14233261675685235	0.0004561505157819525	9.692315112874632e-05	marker3	mouse1
DN	Contra.	808129.1	0.8081290999999999	49.6681	0.0496681	6.146060078767118e-05	61.46060078767118	0.0030526312659821314	2.985086750698446e-05	9.641316574526037e-06	marker2	mouse1
DN	Contra.	808129.1	0.8081290999999999	29.915	0.029915	3.701760028193515e-05	37.01760028193515	0.00110738151243409	4.7116425871949645e-05	1.0484639677839657e-05	marker1	mouse1
DN	Ipsi.	645294.2	0.6452941999999999	38.583	0.038583	5.979133238761483e-05	59.79133238761483	0.002306928977511343	5.511043311345518e-05	1.5158271891927189e-06	marker3	mouse1
DN	Ipsi.	645294.2	0.6452941999999999	1761.8674999999998	1.7618675	0.002730332149273928	2730.3321492739283	4.810483478010882	0.001063030758716198	0.00021246566282213147	marker2	mouse1
DN	Ipsi.	645294.2	0.6452941999999999	177.1927	0.1771927	0.00027459211627812557	274.59211627812556	0.048655718482035024	0.0002610348534469902	2.953132791373679e-05	marker1	mouse1
DR	both	252597.3	0.25259729999999997	4837.366	4.837366	0.01915050556755753	19150.505567557535	92.63800451531351	0.0033508831617392394	0.0009518899677702124	marker3	mouse1
DR	both	252597.3	0.25259729999999997	2329.0386	2.3290386	0.009220362212897763	9220.362212897764	21.474579499820308	0.0007012483683352632	0.0009611963186696309	marker2	mouse1
DR	both	252597.3	0.25259729999999997	6746.741300000001	6.746741300000001	0.02670947512107216	26709.475121072162	180.20191890066008	0.005135580460373238	0.004191517724431438	marker1	mouse1
DR	Ipsi.	125837.5	0.1258375	84.3574	0.0843574	0.0006703677361676766	670.3677361676766	0.05655047926699116	0.00012049277791579151	1.6995132917476564e-05	marker3	mouse1
DR	Ipsi.	125837.5	0.1258375	406.5237	0.40652370000000004	0.0032305449488427536	3230.544948842754	1.313293085619867	0.0002452779208692572	0.00025139061341496204	marker2	mouse1
DR	Ipsi.	125837.5	0.1258375	2833.3294	2.8333294	0.022515779477500747	22515.779477500746	63.79461995751951	0.004173974010758055	0.0024214856420349037	marker1	mouse1
DR	Contra.	126759.8	0.1267598	4753.0086	4.7530086	0.0374961825436771	37496.182543677096	178.21967809726712	0.006392697888212658	0.008659697788308116	marker3	mouse1
DR	Contra.	126759.8	0.1267598	1922.5149	1.9225149	0.015166597769955457	15166.597769955457	29.15801019504614	0.0011554445924064636	0.0023791822498418153	marker2	mouse1
DR	Contra.	126759.8	0.1267598	3913.4119	3.9134119000000003	0.030872657577560077	30872.657577560076	120.81742554864879	0.006163663101880515	0.008744183527099294	marker1	mouse1
DTN	both	724124.78	0.72412478	543.2812	0.5432812	0.0007502590920863114	750.2590920863114	0.4076016598595618	0.00037633534968606634	3.7292180118481987e-05	marker3	mouse1
DTN	both	724124.78	0.72412478	139.3265	0.13932650000000002	0.00019240675619469893	192.40675619469894	0.026807359916960722	4.194970439341927e-05	2.005785255191042e-05	marker2	mouse1
DTN	both	724124.78	0.72412478	2902.174	2.902174	0.004007836881372849	4007.8368813728484	11.631439993361365	0.002209118065191449	0.0006289498108351437	marker1	mouse1
DTN	Ipsi.	363551.38	0.36355138	76.09309999999999	0.0760931	0.0002093049406111455	209.30494061114553	0.015926661776417956	0.00010868837824807444	5.3062895095554184e-06	marker3	mouse1
DTN	Ipsi.	363551.38	0.36355138	24.8057	0.0248057	6.82316210710024e-05	68.23162107100241	0.0016925331228009645	1.4966631765150553e-05	5.309565211739591e-06	marker2	mouse1
DTN	Ipsi.	363551.38	0.36355138	2878.4157	2.8784157	0.007917493532826088	7917.49353282609	22.78983768953508	0.0042403937657082705	0.0008514960332508411	marker1	mouse1
DTN	Contra.	360573.4	0.36057340000000004	467.1881	0.4671881	0.0012956809903337295	1295.6809903337294	0.6053267400801335	0.0006283582950529659	0.0002992359500404103	marker3	mouse1
DTN	Contra.	360573.4	0.36057340000000004	114.5208	0.11452079999999999	0.00031760745523657594	317.6074552365759	0.03637265985965686	6.882778337794008e-05	4.98230408281283e-05	marker2	mouse1
DTN	Contra.	360573.4	0.36057340000000004	23.7583	0.0237583	6.589032912577577e-05	65.89032912577576	0.0015654422064689184	3.74195614505613e-05	1.8662375569362758e-05	marker1	mouse1
ECU	Ipsi.	581011.34	0.58101134	9405.014000000001	9.405014000000001	0.01618731572433681	16187.315724336811	152.24193100980787	0.013433750485397963	0.0004103801055297975	marker3	mouse1
ECU	Ipsi.	581011.34	0.58101134	56569.8386	56.569838600000004	0.09736443113141303	97364.43113141303	5507.890154484851	0.03413166906558573	0.007576586753789859	marker2	mouse1
ECU	Ipsi.	581011.34	0.58101134	9934.5902	9.9345902	0.0170987888119361	17098.788811936098	169.86945976293	0.01463533371810975	0.0018389090924284628	marker1	mouse1
ECU	Contra.	604515.0	0.604515	2922.5916	2.9225916	0.0048346055929133274	4834.605592913327	14.129577695161512	0.003930825025106846	0.0011165462860526158	marker3	mouse1
ECU	Contra.	604515.0	0.604515	334.9157	0.33491570000000004	0.0005540238042066781	554.023804206678	0.18555127020254256	0.0002012866243465918	8.690964321408499e-05	marker2	mouse1
ECU	Contra.	604515.0	0.604515	14.9575	0.0149575	2.4742975773967562e-05	24.742975773967558	0.00037009306013911975	2.3558212935974822e-05	7.008049780962301e-06	marker1	mouse1
ECU	both	1185526.34	1.18552634	12327.6056	12.3276056	0.010398424045137623	10398.424045137623	128.18767049001323	0.008539433656581361	0.0005168613170168891	marker3	mouse1
ECU	both	1185526.34	1.18552634	56904.7543	56.9047543	0.04799956979445939	47999.5697944594	2731.4037256594133	0.01713340693597524	0.005003817498581816	marker2	mouse1
ECU	both	1185526.34	1.18552634	9949.5477	9.949547699999998	0.008392515091651188	8392.51509165119	83.50172922735337	0.007573538169852678	0.0013170373285045006	marker1	mouse1
ENTl1	Ipsi.	183618.3	0.18361829999999998	1030.2506	1.0302506	0.005610827461097288	5610.827461097288	5.780558358291958	0.0014715692605913762	0.00014224544728764325	marker3	mouse1
ENTl1	Ipsi.	183618.3	0.18361829999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse1
ENTl1	Ipsi.	183618.3	0.18361829999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse1
ENTl1	Contra.	174169.5	0.1741695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker3	mouse1
ENTl1	Contra.	174169.5	0.1741695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse1
ENTl1	Contra.	174169.5	0.1741695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse1
ENTl1	both	357787.8	0.3577878	1030.2506	1.0302506	0.0028795017605407454	2879.501760540745	2.9666084164981594	0.0007136630529738185	0.00014312775338311783	marker3	mouse1
ENTl1	both	357787.8	0.3577878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse1
ENTl1	both	357787.8	0.3577878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse1
ENTl2	Ipsi.	164090.4	0.1640904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker3	mouse1
ENTl2	Ipsi.	164090.4	0.1640904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse1
ENTl2	Ipsi.	164090.4	0.1640904	11.8986	0.0118986	7.251246873674511e-05	72.5124687367451	0.0008627968605110355	1.752865274486115e-05	7.798437628596963e-06	marker1	mouse1
ENTl2	Contra.	158487.8	0.15848779999999998	1.3221	0.0013221	8.341967015757681e-06	8.341967015757682	1.1028914591533231e-05	1.7781970514435752e-06	1.9265671440645775e-06	marker3	mouse1
ENTl2	Contra.	158487.8	0.15848779999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse1
ENTl2	Contra.	158487.8	0.15848779999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse1
ENTl2	both	322578.19999999995	0.3225781999999999	1.3221	0.0013221	4.0985410669412886e-06	4.098541066941289	5.418681144603078e-06	9.158295295694906e-07	2.0372099892364442e-07	marker3	mouse1
ENTl2	both	322578.19999999995	0.3225781999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse1
ENTl2	both	322578.19999999995	0.3225781999999999	11.8986	0.0118986	3.688593959542214e-05	36.885939595422144	0.0004388910408700899	9.057145509017368e-06	5.788510215782671e-06	marker1	mouse1
ENTl3	Contra.	6151.8	0.0061518	3.0163	0.0030163000000000004	0.0004903117786664066	490.3117786664066	0.0014789274179914825	4.056860877595686e-06	0.00011323690939345732	marker3	mouse1
ENTl3	Contra.	6151.8	0.0061518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse1
ENTl3	Contra.	6151.8	0.0061518	42.512	0.042512	0.006910497740498716	6910.497740498716	0.2937790799440814	6.695682756705075e-05	0.0019572872971728595	marker1	mouse1
ENTl3	both	12456.5	0.0124565	1674.751	1.6747509999999999	0.13444795889696143	134447.9588969614	225.16685361064503	0.001160113773902151	0.006682834706881424	marker3	mouse1
ENTl3	both	12456.5	0.0124565	16786.3415	16.7863415	1.347596957411793	1347596.9574117928	22621.22273147531	0.005054186129501467	0.14048311819059478	marker2	mouse1
ENTl3	both	12456.5	0.0124565	34128.846600000004	34.1288466	2.7398423794805926	2739842.379480593	93507.66027747215	0.025978680660845202	0.42996344344786663	marker1	mouse1
ENTl3	Ipsi.	6304.7	0.0063047	1671.7347	1.6717347	0.2651568988215141	265156.8988215141	443.27198870431425	0.0023878398094443684	0.006722245860487465	marker3	mouse1
ENTl3	Ipsi.	6304.7	0.0063047	16786.3415	16.7863415	2.6625123320697255	2662512.3320697257	44693.84125408381	0.010128115389388929	0.20718814286229856	marker2	mouse1
ENTl3	Ipsi.	6304.7	0.0063047	34086.3346	34.0863346	5.406495884023031	5406495.884023031	184287.62771633183	0.05021494314865157	0.5814478761423613	marker1	mouse1
ENTm1	both	3787258.6	3.7872586	37.1519	0.037151899999999995	9.809707739524308e-06	9.809707739524308	0.0003644492809680331	2.5735426291213036e-05	4.875987399429236e-07	marker3	mouse1
ENTm1	both	3787258.6	3.7872586	787.3278	0.7873278	0.0002078885767135099	207.88857671350988	0.16367645574897896	0.00023705589726807986	2.167178794244951e-05	marker2	mouse1
ENTm1	both	3787258.6	3.7872586	1046.5198	1.0465198	0.00027632647002240617	276.32647002240617	0.28918112214255454	0.000796604819614724	4.3363910806121257e-05	marker1	mouse1
ENTm1	Ipsi.	1921120.9	1.9211208999999998	37.1519	0.037151899999999995	1.933865796785616e-05	19.33865796785616	0.0007184678869559953	5.306630640405815e-05	4.902727933898141e-07	marker3	mouse1
ENTm1	Ipsi.	1921120.9	1.9211208999999998	332.5937	0.3325937	0.0001731248147891161	173.1248147891161	0.05758022271252684	0.000200671919571266	1.3472016045707095e-05	marker2	mouse1
ENTm1	Ipsi.	1921120.9	1.9211208999999998	11.0853	0.0110853	5.770225080576657e-06	5.770225080576658	6.396467608571642e-05	1.633052411818275e-05	6.205655548318162e-07	marker1	mouse1
ENTm1	Contra.	1866137.7	1.8661377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker3	mouse1
ENTm1	Contra.	1866137.7	1.8661377	454.7341	0.45473410000000003	0.00024367660542949217	243.67660542949218	0.11080806186103523	0.0002732983015256839	3.8225517886946524e-05	marker2	mouse1
ENTm1	Contra.	1866137.7	1.8661377	1035.4345	1.0354345	0.0005548542854045552	554.8542854045552	0.5745152695807229	0.001630819751446072	0.0001571535489028154	marker1	mouse1
ENTm2	Contra.	1326964.5	1.3269645	7.9324	0.007932400000000001	5.9778539667037066e-06	5.977853966703706	4.741872880548048e-05	1.0668913312813719e-05	1.3805781085579401e-06	marker3	mouse1
ENTm2	Contra.	1326964.5	1.3269645	23.3047	0.0233047	1.756241406608843e-05	17.56241406608843	0.000409286791085971	1.4006283952678293e-05	2.7550136453927024e-06	marker2	mouse1
ENTm2	Contra.	1326964.5	1.3269645	42.6431	0.042643099999999996	3.2135825788858704e-05	32.1358257888587	0.0013703712326968806	6.716331138559704e-05	9.10195559895427e-06	marker1	mouse1
ENTm2	Ipsi.	1329840.3	1.3298403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker3	mouse1
ENTm2	Ipsi.	1329840.3	1.3298403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse1
ENTm2	Ipsi.	1329840.3	1.3298403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse1
ENTm2	both	2656804.8	2.6568047999999997	7.9324	0.007932400000000001	2.985691684989428e-06	2.9856916849894284	2.3683700722010144e-05	5.494838635774168e-06	1.4840600169903788e-07	marker3	mouse1
ENTm2	both	2656804.8	2.6568047999999997	23.3047	0.0233047	8.771702008367345e-06	8.771702008367345	0.00020442188379439846	7.016793474158312e-06	9.144247790087536e-07	marker2	mouse1
ENTm2	both	2656804.8	2.6568047999999997	42.6431	0.042643099999999996	1.6050520535042696e-05	16.050520535042697	0.0006844439522278791	3.245968111001114e-05	2.518808063581358e-06	marker1	mouse1
ENTm3	both	1563056.9	1.5630568999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker3	mouse1
ENTm3	both	1563056.9	1.5630568999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse1
ENTm3	both	1563056.9	1.5630568999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse1
ENTm3	Contra.	792561.6	0.7925616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker3	mouse1
ENTm3	Contra.	792561.6	0.7925616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse1
ENTm3	Contra.	792561.6	0.7925616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse1
ENTm3	Ipsi.	770495.3	0.7704953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker3	mouse1
ENTm3	Ipsi.	770495.3	0.7704953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse1
ENTm3	Ipsi.	770495.3	0.7704953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse1
ENTm5	both	490257.2	0.4902572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker3	mouse1
ENTm5	both	490257.2	0.4902572	40.6406	0.0406406	8.289648780272885e-05	82.89648780272886	0.0033689630021955823	1.2236445732658146e-05	8.641721124053679e-06	marker2	mouse1
ENTm5	both	490257.2	0.4902572	17.3278	0.0173278	3.5344304989299494e-05	35.344304989299495	0.0006124390479935837	1.3189821151324622e-05	5.546581508952262e-06	marker1	mouse1
ENTm5	Contra.	249077.2	0.2490772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker3	mouse1
ENTm5	Contra.	249077.2	0.2490772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse1
ENTm5	Contra.	249077.2	0.2490772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse1
ENTm5	Ipsi.	241180.0	0.24118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker3	mouse1
ENTm5	Ipsi.	241180.0	0.24118	40.6406	0.0406406	0.00016850733891699145	168.50733891699144	0.006848239357989882	2.4520690603965117e-05	1.311269893038944e-05	marker2	mouse1
ENTm5	Ipsi.	241180.0	0.24118	17.3278	0.0173278	7.184592420598723e-05	71.84592420598723	0.0012449318054565054	2.5526783741986873e-05	7.726753323258125e-06	marker1	mouse1
FN	Contra.	1216874.8	1.2168748	9155.4977	9.1554977	0.00752377952111425	7523.779521114251	68.88394610086863	0.012313954326176865	0.0017376077365427083	marker3	mouse1
FN	Contra.	1216874.8	1.2168748	4321.9839	4.3219839	0.0035517079489196424	3551.7079489196426	15.350424572732718	0.0025975418581789915	0.0005571559710926858	marker2	mouse1
FN	Contra.	1216874.8	1.2168748	822.2361	0.8222360999999999	0.000675694903041792	675.6949030417919	0.5555807418669612	0.001295030127190071	0.00019137970955948857	marker1	mouse1
FN	both	2442573.3	2.4425733	15622.0268	15.6220268	0.00639572486934169	6395.7248693416905	99.91418531428238	0.010821506281798633	0.0003179042098010406	marker3	mouse1
FN	both	2442573.3	2.4425733	6050.8087000000005	6.0508087	0.0024772270703196505	2477.2270703196505	14.989227108965654	0.0018218331495166358	0.0002582438179239027	marker2	mouse1
FN	both	2442573.3	2.4425733	1104.3864	1.1043864	0.0004521405355573158	452.1405355573158	0.499337858358216	0.0008406525408854705	7.09544107524318e-05	marker1	mouse1
FN	Ipsi.	1225698.5	1.2256985	6466.5291	6.4665291	0.005275790987751066	5275.790987751066	34.11605594781001	0.00923653472881221	0.0001337516175737123	marker3	mouse1
FN	Ipsi.	1225698.5	1.2256985	1728.8248	1.7288248000000002	0.0014104812888324496	1410.4812888324495	2.4384750320695017	0.0010430942955877097	0.00010975911557489211	marker2	mouse1
FN	Ipsi.	1225698.5	1.2256985	282.1503	0.2821503	0.00023019551708678768	230.19551708678767	0.06494973420469227	0.000415655172083976	2.475664411456253e-05	marker1	mouse1
GR	Contra.	39917.5	0.0399175	609.4638	0.6094638	0.01526808542619152	15268.08542619152	9.305345362571304	0.0008197161577199885	0.003526145773449824	marker3	mouse1
GR	Contra.	39917.5	0.0399175	215.0751	0.2150751	0.005387990229849064	5387.990229849063	1.1588225374838104	0.00012926160481579592	0.000845213337336081	marker2	mouse1
GR	Contra.	39917.5	0.0399175	21.7558	0.021755800000000002	0.0005450191018976639	545.019101897664	0.011857326577065197	3.426560381029457e-05	0.00015436789141962332	marker1	mouse1
GR	Ipsi.	46195.5	0.0461955	3067.9296999999997	3.0679296999999996	0.06641187345087725	66411.87345087725	203.74695899258776	0.004382109595641412	0.0016836708506418627	marker3	mouse1
GR	Ipsi.	46195.5	0.0461955	480.0461	0.48004610000000003	0.010391620395926011	10391.620395926011	4.988456843744737	0.0002896379948558855	0.0008086424634466296	marker2	mouse1
GR	Ipsi.	46195.5	0.0461955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse1
GR	both	86113.0	0.086113	3677.3934999999997	3.6773934999999995	0.04270427809970619	42704.2780997062	157.04043470605188	0.002547360683115424	0.0021226475593857656	marker3	mouse1
GR	both	86113.0	0.086113	695.1212	0.6951212	0.00807219815823395	8072.1981582339495	5.611156070389373	0.0002092934858594659	0.0008415035086596417	marker2	mouse1
GR	both	86113.0	0.086113	21.7558	0.021755800000000002	0.0002526424581654338	252.64245816543382	0.005496438791355545	1.65603891436875e-05	3.964717900835469e-05	marker1	mouse1
GRN	Contra.	7019778.7	7.0197787	20701.343100000002	20.701343100000003	0.0029490022384893702	2949.0022384893705	61.048307141636485	0.027842876682052646	0.0006810684829746332	marker3	mouse1
GRN	Contra.	7019778.7	7.0197787	47172.3967	47.1723967	0.006719926470046698	6719.926470046698	316.99503723987345	0.028350932769294797	0.0010541540047596467	marker2	mouse1
GRN	Contra.	7019778.7	7.0197787	3962.5836999999997	3.9625836999999997	0.0005644884075903987	564.4884075903988	2.2368325627566703	0.006241109181428913	0.0001598822590018367	marker1	mouse1
GRN	Ipsi.	6835593.6	6.835593599999999	6594.6539	6.5946539	0.0009647521906510066	964.7521906510067	6.362206796610204	0.009419543132009859	2.445835446418241e-05	marker3	mouse1
GRN	Ipsi.	6835593.6	6.835593599999999	105272.6583	105.27265829999999	0.01540066078533399	15400.660785333992	1621.2685004486748	0.06351673654501264	0.0011984298696130946	marker2	mouse1
GRN	Ipsi.	6835593.6	6.835593599999999	29223.8202	29.2238202	0.004275242489547653	4275.242489547652	124.93891782594096	0.04305163600457689	0.0004597859165836136	marker1	mouse1
GRN	both	13855372.3	13.8553723	27295.997	27.295997	0.00197006593608459	1970.06593608459	53.77491388116715	0.018908161327917877	9.79235766799617e-05	marker3	mouse1
GRN	both	13855372.3	13.8553723	152445.055	152.445055	0.011002595361511866	11002.595361511865	1677.2912550284211	0.045899559620664714	0.0011469890133495155	marker2	mouse1
GRN	both	13855372.3	13.8553723	33186.4039	33.186403899999995	0.002395201166842698	2395.201166842698	79.48811334459306	0.025261298727860544	0.0003758789006107967	marker1	mouse1
I5	both	213964.7	0.2139647	33838.4817	33.838481699999996	0.1581498335940461	158149.8335940461	5351.550249930174	0.02344019421878588	0.007860953825560079	marker3	mouse1
I5	both	213964.7	0.2139647	4272.5777	4.2725777	0.019968610242717604	19968.610242717605	85.31743882302682	0.0012864270006991863	0.00208167035210395	marker2	mouse1
I5	both	213964.7	0.2139647	7225.2487	7.2252487	0.03376841460296955	33768.414602969555	243.9851937111668	0.005499817525989493	0.005299277042798534	marker1	mouse1
I5	Ipsi.	110757.0	0.110757	66.4636	0.0664636	0.0006000848704822269	600.0848704822268	0.03988380079778253	9.49339808278112e-05	1.5213324844531652e-05	marker3	mouse1
I5	Ipsi.	110757.0	0.110757	263.1012	0.2631012	0.0023754814594111433	2375.4814594111435	0.624992022548823	0.00015874330405387586	0.00018485232389388553	marker2	mouse1
I5	Ipsi.	110757.0	0.110757	6.7043	0.0067043	6.05316142546295e-05	60.53161425462951	0.00040582210144731254	9.876569226410888e-06	6.509942724978698e-06	marker1	mouse1
I5	Contra.	103207.7	0.1032077	33772.0181	33.772018100000004	0.32722382244735615	327223.8224473562	11051.008854443298	0.04542266319243556	0.07557194410999932	marker3	mouse1
I5	Contra.	103207.7	0.1032077	4009.4764999999998	4.0094765	0.038848617884130736	38848.617884130734	155.7626204639019	0.002409722775259528	0.0060941777122821795	marker2	mouse1
I5	Contra.	103207.7	0.1032077	7218.5444	7.2185444	0.06994191712440061	69941.9171244006	504.8788341836061	0.011369280030953608	0.019809922681144912	marker1	mouse1
ICB	Contra.	141250.2	0.14125020000000002	11348.6661	11.3486661	0.08034442499904425	80344.42499904423	911.802052310646	0.015263720291080599	0.018555447308713693	marker3	mouse1
ICB	Contra.	141250.2	0.14125020000000002	85973.0952	85.9730952	0.6086582192449992	608658.2192449992	52328.23102741278	0.05167041771238605	0.09548013690431531	marker2	mouse1
ICB	Contra.	141250.2	0.14125020000000002	14750.8114	14.7508114	0.10443037531982255	104430.37531982255	1540.4327707739171	0.023232676312191534	0.02957822355611271	marker1	mouse1
ICB	Ipsi.	110692.31	0.11069231	2.1905	0.0021905	1.9789089233028023e-05	19.789089233028022	4.334799996494789e-05	3.1288236719545803e-06	5.01692106714088e-07	marker3	mouse1
ICB	Ipsi.	110692.31	0.11069231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse1
ICB	Ipsi.	110692.31	0.11069231	5.9299	0.0059299	5.35710204258995e-05	53.571020425899505	0.00031767079402354146	8.73574688717598e-06	5.7613575812509816e-06	marker1	mouse1
ICB	both	251942.51	0.25194251	11350.856600000001	11.3508566	0.04505335999073757	45053.35999073757	511.39422860303955	0.007862831601383215	0.002239410402938654	marker3	mouse1
ICB	both	251942.51	0.25194251	85973.0952	85.9730952	0.34124092516185534	341240.92516185535	29337.538545076262	0.025885570436545043	0.03557338784220182	marker2	mouse1
ICB	both	251942.51	0.25194251	14756.7413	14.7567413	0.058571859508742684	58571.85950874269	864.3297782304609	0.011232746137615024	0.009191681460266303	marker1	mouse1
ICc	both	5277967.8	5.2779678	4979.4661	4.9794661	0.0009434438194185269	943.4438194185269	4.6978465160490765	0.003449317068202273	4.6894569111568685e-05	marker3	mouse1
ICc	both	5277967.8	5.2779678	2100.4377	2.1004377	0.00039796334111776884	397.96334111776883	0.8358972049017219	0.0006324191062848307	4.148653703785979e-05	marker2	mouse1
ICc	both	5277967.8	5.2779678	1773.2181	1.7732181	0.0003359660701226711	335.9660701226711	0.5957411165273897	0.001349763362994244	5.272315278916734e-05	marker1	mouse1
ICc	Contra.	2719066.9	2.7190669	3278.2563	3.2782563	0.0012056548884472097	1205.6548884472095	3.9524457336778624	0.004409186662534093	0.00027844453122094547	marker3	mouse1
ICc	Contra.	2719066.9	2.7190669	362.89610000000005	0.36289610000000005	0.00013346346866272398	133.46346866272398	0.04843337227017475	0.00021810303595066823	2.0936397236939768e-05	marker2	mouse1
ICc	Contra.	2719066.9	2.7190669	718.581	0.718581	0.00026427485105276374	264.2748510527637	0.18990288674434602	0.001131772302172537	7.485159945808683e-05	marker1	mouse1
ICc	Ipsi.	2558900.9	2.5589009	1701.2098	1.7012098	0.0006648205094616991	664.8205094616991	1.1309991659372352	0.0024299408779735756	1.685449987369314e-05	marker3	mouse1
ICc	Ipsi.	2558900.9	2.5589009	1737.5416	1.7375416	0.0006790187146364285	679.0187146364285	1.1798232638593233	0.0010483536164603503	5.283905158287261e-05	marker2	mouse1
ICc	Ipsi.	2558900.9	2.5589009	1054.6371	1.0546370999999999	0.0004121445656609836	412.1445656609836	0.4346629495094592	0.0015536590437318172	4.4324565764558715e-05	marker1	mouse1
ICd	Ipsi.	2490589.6	2.4905896000000003	4341.2098000000005	4.341209800000001	0.0017430450203437774	1743.0450203437772	7.566924124157607	0.006200812594001922	4.418959953418548e-05	marker3	mouse1
ICd	Ipsi.	2490589.6	2.4905896000000003	20597.4327	20.597432700000002	0.008270103071176399	8270.1030711764	170.3428914306192	0.012427554575294014	0.0006435528113647654	marker2	mouse1
ICd	Ipsi.	2490589.6	2.4905896000000003	24618.9306	24.6189306	0.009884780133989156	9884.780133989156	243.35271611493775	0.03626785381786396	0.0010630701545573794	marker1	mouse1
ICd	both	4994075.0	4.994075	17123.574800000002	17.123574800000004	0.0034287780620034744	3428.778062003475	58.712937617315546	0.011861640914932293	0.00017042993603578102	marker3	mouse1
ICd	both	4994075.0	4.994075	63829.755000000005	63.829755000000006	0.012781096599470373	12781.096599470375	815.8142645755271	0.019218449855227655	0.0013323926670458755	marker2	mouse1
ICd	both	4994075.0	4.994075	83648.6586	83.64865859999999	0.016749579972267135	16749.579972267136	1401.0798967935712	0.06367287517643395	0.002628511455665077	marker1	mouse1
